Date,Code,O,H,L,C,UL,LL,Vo,Va,AdjFactor,AdjO,AdjH,AdjL,AdjC,AdjVo,MktCap,ExRT
2026-05-01,72030,3000.0,3022.0,2971.0,3000.0,0,0,21904100.0,65695531450.0,1.0,3000.0,3022.0,2971.0,3000.0,21904100.0,47384962.0,
2026-05-07,72030,3017.0,3047.0,2978.0,2978.0,0,0,37816000.0,113497581300.0,1.0,3017.0,3047.0,2978.0,2978.0,37816000.0,47037473.0,
2026-05-08,72030,3020.0,3088.0,2874.0,2913.0,0,0,75083900.0,222403035700.0,1.0,3020.0,3088.0,2874.0,2913.0,75083900.0,46010798.0,
2026-05-11,72030,2800.0,2888.0,2798.0,2870.0,0,0,43038000.0,122750668250.0,1.0,2800.0,2888.0,2798.0,2870.0,43038000.0,45331614.0,
2026-05-12,72030,2831.0,2886.5,2820.0,2843.0,0,0,29055900.0,82643580750.0,1.0,2831.0,2886.5,2820.0,2843.0,29055900.0,44905149.0,
2026-05-13,72030,2884.5,2945.0,2879.0,2939.5,0,0,29534100.0,86249320450.0,1.0,2884.5,2945.0,2879.0,2939.5,29534100.0,46429366.0,
2026-05-14,72030,2944.0,3010.0,2943.0,3008.0,0,0,31564100.0,94295911950.0,1.0,2944.0,3010.0,2943.0,3008.0,31564100.0,47511322.0,
2026-05-15,72030,3017.0,3086.0,2987.5,3085.0,0,0,43178700.0,132363362250.0,1.0,3017.0,3086.0,2987.5,3085.0,43178700.0,48727536.0,
2026-05-18,72030,2990.0,3013.0,2940.0,2954.5,0,0,30946400.0,91724835950.0,1.0,2990.0,3013.0,2940.0,2954.5,30946400.0,46666290.0,
2026-05-19,72030,2955.0,2979.0,2931.0,2957.0,0,0,23002200.0,67847997700.0,1.0,2955.0,2979.0,2931.0,2957.0,23002200.0,46705778.0,
2026-05-20,72030,3003.0,3027.0,2942.0,2942.0,0,0,26030500.0,77162995450.0,1.0,3003.0,3027.0,2942.0,2942.0,26030500.0,46468853.0,
2026-05-21,72030,2964.5,3027.0,2961.0,2978.0,0,0,21798100.0,65287653400.0,1.0,2964.5,3027.0,2961.0,2978.0,21798100.0,47037473.0,
2026-05-22,72030,3020.0,3022.0,2975.5,2987.0,0,0,16498800.0,49471234600.0,1.0,3020.0,3022.0,2975.5,2987.0,16498800.0,47179628.0,
2026-05-25,72030,3051.0,3108.0,3006.0,3026.0,0,0,22249700.0,67865587700.0,1.0,3051.0,3108.0,3006.0,3026.0,22249700.0,47795632.0,
2026-05-26,72030,3028.0,3030.0,2989.0,3022.0,0,0,16349400.0,49330888700.0,1.0,3028.0,3030.0,2989.0,3022.0,16349400.0,47732452.0,
2026-05-27,72030,3016.0,3039.0,2998.5,3008.0,0,0,17980500.0,54127935550.0,1.0,3016.0,3039.0,2998.5,3008.0,17980500.0,47511322.0,
2026-05-28,72030,3039.0,3072.0,3023.0,3030.0,0,0,25312200.0,76915638600.0,1.0,3039.0,3072.0,3023.0,3030.0,25312200.0,47858812.0,
2026-05-29,72030,3022.0,3082.0,3022.0,3042.0,0,0,39820000.0,121401287800.0,1.0,3022.0,3082.0,3022.0,3042.0,39820000.0,48048352.0,
2026-06-01,72030,3006.0,3009.0,2891.0,2905.5,0,0,37687200.0,109849459050.0,1.0,3006.0,3009.0,2891.0,2905.5,37687200.0,45892336.0,
2026-06-02,72030,2849.5,2863.5,2805.0,2844.0,0,0,37933000.0,107867384000.0,1.0,2849.5,2863.5,2805.0,2844.0,37933000.0,44920944.0,
2026-06-03,72030,2840.0,2920.0,2833.0,2881.0,0,0,27875500.0,80432470400.0,1.0,2840.0,2920.0,2833.0,2881.0,27875500.0,45505359.0,
2026-06-04,72030,2875.0,2879.5,2835.0,2838.5,0,0,19751600.0,56356992200.0,1.0,2875.0,2879.5,2835.0,2838.5,19751600.0,44834072.0,
2026-06-05,72030,2872.0,2885.5,2837.0,2850.0,0,0,18955400.0,54063339300.0,1.0,2872.0,2885.5,2837.0,2850.0,18955400.0,45015714.0,
2026-06-08,72030,2817.0,2862.0,2795.5,2822.5,0,0,30734900.0,86718216750.0,1.0,2817.0,2862.0,2795.5,2822.5,30734900.0,44581352.0,
2026-06-09,72030,2850.0,2873.0,2821.5,2830.0,0,0,22825800.0,64749154750.0,1.0,2850.0,2873.0,2821.5,2830.0,22825800.0,44699815.0,
2026-06-10,72030,2837.0,2840.5,2787.5,2814.0,0,0,25839700.0,72618127850.0,1.0,2837.0,2840.5,2787.5,2814.0,25839700.0,44447095.0,
2026-06-11,72030,2768.0,2782.5,2718.5,2747.5,0,0,27541100.0,75648334100.0,1.0,2768.0,2782.5,2718.5,2747.5,27541100.0,43396728.0,
2026-06-12,72030,2792.0,2798.5,2756.5,2775.5,0,0,29442600.0,81886097550.0,1.0,2792.0,2798.5,2756.5,2775.5,29442600.0,43838988.0,
2026-06-15,72030,2836.5,2934.5,2830.0,2902.5,0,0,29688600.0,86171559700.0,1.0,2836.5,2934.5,2830.0,2902.5,29688600.0,45844951.0,
2026-06-16,72030,2867.0,2894.0,2826.5,2847.5,0,0,20615100.0,58766201100.0,1.0,2867.0,2894.0,2826.5,2847.5,20615100.0,44976227.0,
2026-06-17,72030,2862.5,2863.5,2803.5,2810.0,0,0,26726100.0,75352939850.0,1.0,2862.5,2863.5,2803.5,2810.0,26726100.0,44383915.0,
2026-06-18,72030,2800.0,2807.0,2774.5,2793.5,0,0,27620900.0,77053584150.0,1.0,2800.0,2807.0,2774.5,2793.5,27620900.0,44123297.0,
2026-06-19,72030,2785.0,2793.0,2755.0,2776.5,0,0,28789700.0,79814253150.0,1.0,2785.0,2793.0,2755.0,2776.5,28789700.0,43854783.0,
2026-06-22,72030,2770.0,2802.0,2741.5,2741.5,0,0,22063700.0,60875291900.0,1.0,2770.0,2802.0,2741.5,2741.5,22063700.0,43301958.0,
2026-06-23,72030,2745.0,2748.0,2706.0,2706.0,0,0,22693000.0,61849278650.0,1.0,2745.0,2748.0,2706.0,2706.0,22693000.0,42741236.0,
2026-06-24,72030,2731.0,2731.0,2686.0,2686.0,0,0,25725300.0,69413696650.0,1.0,2731.0,2731.0,2686.0,2686.0,25725300.0,42425336.0,
2026-06-25,72030,2700.0,2713.5,2689.0,2700.5,0,0,20706600.0,55932421000.0,1.0,2700.0,2713.5,2689.0,2700.5,20706600.0,42654364.0,
2026-06-26,72030,2714.0,2768.0,2696.5,2768.0,0,0,32537200.0,89243951000.0,1.0,2714.0,2768.0,2696.5,2768.0,32537200.0,43720525.0,
